,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,红球_7,红球_8,红球_9,红球_10,红球_11,红球_12,红球_13,红球_14,红球_15,红球_16,红球_17,红球_18,红球_19,红球_20
1200,2022125,3,6,11,15,16,23,27,29,30,39,42,44,57,66,72,75,76,78,79,80
1201,2022124,3,10,17,18,19,20,31,33,38,46,52,53,54,55,59,60,65,66,79,80
1202,2022123,14,17,23,26,28,32,33,34,37,46,49,58,60,64,68,71,72,73,74,79
1203,2022122,2,4,11,12,13,15,24,28,37,43,51,53,55,57,65,70,71,73,74,78
1204,2022121,1,4,7,13,15,19,22,26,30,32,33,39,40,56,62,64,71,72,75,78
1205,2022120,2,10,18,20,23,25,26,30,37,38,40,41,43,57,62,63,70,75,76,77
1206,2022119,5,6,10,13,14,15,16,24,27,32,35,37,39,46,50,55,60,64,72,80
1207,2022118,4,7,8,12,16,19,27,28,37,38,40,41,46,51,52,53,60,65,70,78
1208,2022117,2,3,12,14,17,18,27,31,32,36,37,45,51,52,53,61,70,71,73,77
1209,2022116,1,2,6,12,13,18,37,40,44,48,49,51,59,61,65,66,73,76,78,79
1210,2022115,2,4,6,8,10,12,15,20,21,24,30,41,47,48,50,58,62,68,71,79
1211,2022114,5,8,13,15,17,20,30,32,36,43,49,51,52,56,59,60,66,68,76,80
1212,2022113,3,8,10,12,16,17,18,24,28,31,35,38,40,48,54,56,65,68,70,73
1213,2022112,5,8,11,19,32,36,37,38,40,42,43,50,56,61,62,63,64,70,71,77
1214,2022111,4,6,7,15,18,26,29,36,43,45,46,50,62,64,66,68,70,74,76,78
1215,2022110,4,9,10,17,19,21,23,24,32,34,35,38,39,40,52,53,54,66,68,76
1216,2022109,3,6,13,14,16,23,27,28,34,42,44,46,47,53,54,61,62,72,77,79
1217,2022108,1,2,6,8,16,17,22,24,26,34,36,40,42,43,52,53,58,67,71,76
1218,2022107,1,2,5,7,9,21,22,23,27,29,30,35,47,48,60,61,68,76,78,80
1219,2022106,14,17,18,23,30,31,37,40,42,48,49,52,53,55,57,60,64,76,77,80
1220,2022105,1,6,9,10,12,28,30,37,43,45,59,60,61,63,66,67,68,70,77,79
1221,2022104,3,5,7,8,9,14,18,19,24,26,27,41,53,56,57,59,63,66,73,75
1222,2022103,1,3,10,17,19,21,26,27,32,36,39,41,53,56,67,69,72,75,76,78
1223,2022102,2,5,7,10,13,18,19,20,25,32,36,52,53,54,64,66,68,74,76,80
1224,2022101,1,2,5,12,17,19,25,27,30,32,36,38,40,49,50,65,68,69,77,80
1225,2022100,5,10,14,21,24,27,30,33,42,43,44,46,49,52,53,60,66,77,78,79
1226,2022099,1,3,4,5,8,10,19,26,31,37,38,47,51,55,62,64,66,70,74,80
1227,2022098,19,21,23,25,26,41,42,47,49,52,53,55,63,64,66,71,73,77,78,79
1228,2022097,1,6,16,24,25,30,36,37,39,41,45,46,48,53,62,65,70,77,78,79
1229,2022096,5,15,16,19,20,22,27,33,34,35,36,39,42,43,46,49,67,69,75,79
1230,2022095,1,5,8,10,14,26,27,29,32,47,48,50,57,58,61,65,66,68,71,73
1231,2022094,7,9,11,17,23,24,28,38,39,41,42,44,51,55,68,70,71,73,77,80
1232,2022093,1,4,6,10,15,19,25,37,39,43,47,48,52,54,62,63,67,69,71,77
1233,2022092,7,11,14,16,21,24,26,29,31,36,41,42,44,50,51,59,64,76,77,79
1234,2022091,5,7,16,17,18,19,29,31,32,39,41,45,46,48,52,57,63,70,72,79
1235,2022090,5,14,15,16,20,26,31,34,35,36,40,52,54,57,58,60,65,71,72,79
1236,2022089,3,10,14,23,25,31,34,46,48,52,55,57,58,61,64,71,74,76,79,80
1237,2022088,1,12,13,14,15,16,17,28,30,39,43,54,55,58,59,66,71,74,75,76
1238,2022087,7,9,10,13,18,19,20,22,31,34,44,51,52,54,59,73,74,76,78,79
1239,2022086,6,7,8,11,12,14,26,33,36,40,42,45,47,49,50,53,57,62,66,67
1240,2022085,2,3,19,33,43,46,47,52,57,59,60,64,67,69,71,73,76,77,78,80
1241,2022084,1,7,8,12,13,14,17,22,29,43,47,50,52,56,57,60,65,66,73,75
1242,2022083,6,7,10,11,13,15,21,24,36,38,39,43,44,55,59,62,67,71,76,78
1243,2022082,4,11,14,20,23,30,32,34,36,40,41,49,52,53,57,59,60,64,69,78
1244,2022081,3,9,10,15,25,30,35,36,37,40,41,43,44,52,54,68,70,74,75,80
1245,2022080,1,4,17,24,27,28,36,38,39,40,43,44,47,48,51,52,54,63,67,71
1246,2022079,1,11,17,18,21,23,26,34,36,47,50,51,53,56,61,63,64,71,72,78
1247,2022078,1,5,8,17,18,21,23,24,25,31,34,37,41,53,62,63,66,69,77,78
1248,2022077,1,2,3,9,19,23,30,32,34,37,41,45,48,49,54,58,64,69,75,78
1249,2022076,1,8,12,25,26,27,28,29,31,34,36,47,54,59,60,64,67,70,73,78
1250,2022075,5,6,11,12,18,21,25,26,32,33,36,37,45,48,51,52,54,65,75,79
1251,2022074,2,23,25,26,27,29,31,36,37,40,41,46,48,56,61,62,64,65,67,71
1252,2022073,5,7,10,11,12,14,23,24,32,42,46,47,50,59,60,61,63,74,77,78
1253,2022072,3,5,8,15,16,18,25,26,27,32,41,46,53,57,59,60,63,64,66,75
1254,2022071,14,18,21,22,27,34,38,42,43,44,48,52,53,54,60,68,69,70,74,75
1255,2022070,3,7,9,16,19,24,26,27,29,32,41,42,44,48,52,53,54,60,64,75
1256,2022069,3,12,18,26,29,31,36,44,45,46,49,58,59,62,65,68,69,70,71,78
1257,2022068,3,10,14,18,20,24,28,34,42,43,46,47,49,50,54,55,62,69,71,77
1258,2022067,2,4,7,8,14,19,20,28,33,34,35,40,50,52,64,68,71,72,75,77
1259,2022066,8,11,21,23,25,26,29,30,34,38,39,41,47,48,50,52,55,57,62,69
1260,2022065,2,4,11,12,13,17,20,26,28,35,37,48,53,58,59,61,69,71,72,79
1261,2022064,1,5,7,16,18,20,21,31,34,36,46,49,51,54,60,64,66,69,73,75
1262,2022063,9,10,17,20,21,24,25,34,35,41,42,45,50,51,53,59,64,67,73,80
1263,2022062,2,12,15,20,21,24,25,26,27,30,39,42,50,53,64,67,71,73,74,77
1264,2022061,2,10,13,14,20,28,30,32,36,37,38,41,46,52,58,62,69,74,77,80
1265,2022060,2,6,11,14,17,26,28,29,30,38,40,41,42,43,51,52,56,68,70,77
1266,2022059,1,4,12,13,19,28,30,34,35,37,39,42,46,49,55,61,64,67,68,79
1267,2022058,1,3,4,5,6,10,12,18,20,21,27,33,42,49,52,68,72,73,75,77
1268,2022057,8,12,17,19,20,24,28,34,38,41,45,52,56,57,60,64,66,69,71,75
1269,2022056,2,4,9,11,13,17,19,23,29,30,34,37,38,43,47,51,69,77,79,80
1270,2022055,1,6,17,19,32,36,37,39,46,48,50,52,53,55,63,65,66,70,74,75
1271,2022054,3,4,8,12,15,16,19,20,31,36,44,48,50,51,54,59,65,73,76,77
1272,2022053,1,3,9,13,14,21,22,25,30,37,38,39,49,50,54,58,63,65,68,78
1273,2022052,3,6,7,12,14,16,19,24,38,44,51,54,55,62,65,68,71,77,79,80
1274,2022051,3,5,6,21,23,24,28,29,32,43,44,45,49,53,57,58,72,73,76,78
1275,2022050,4,7,15,23,27,28,31,34,36,45,48,55,59,61,62,63,71,72,75,78
1276,2022049,3,6,7,14,23,24,26,38,48,49,50,53,54,59,62,63,65,72,76,80
1277,2022048,2,8,16,17,21,24,28,34,35,37,41,49,50,53,59,61,65,69,73,78
1278,2022047,3,4,8,12,21,22,27,29,33,36,41,48,53,54,56,66,67,71,72,78
1279,2022046,10,12,15,18,19,21,23,27,31,40,42,48,52,57,61,65,72,74,79,80
1280,2022045,4,9,10,15,18,19,23,30,34,38,41,46,50,51,56,58,66,69,71,74
1281,2022044,3,4,5,8,10,14,22,27,32,37,45,50,52,53,54,55,59,60,61,77
1282,2022043,3,15,16,20,23,25,27,29,35,37,43,51,53,54,61,63,64,71,75,77
1283,2022042,15,16,17,21,24,35,38,40,41,49,51,56,57,61,62,65,67,72,75,79
1284,2022041,1,6,19,21,43,44,46,48,49,51,54,59,61,62,63,66,69,75,76,78
1285,2022040,1,3,10,14,17,21,27,32,47,48,53,56,57,61,63,67,69,73,78,79
1286,2022039,2,4,12,14,15,20,22,28,31,37,41,45,49,55,64,66,74,77,79,80
1287,2022038,3,8,9,12,22,24,25,28,32,33,35,40,52,53,60,62,66,69,70,78
1288,2022037,7,10,11,12,13,15,37,40,42,45,47,51,55,56,57,64,69,72,74,76
1289,2022036,1,2,6,10,13,16,17,18,23,28,29,37,50,53,54,58,64,70,73,74
1290,2022035,10,26,31,34,36,39,40,41,44,45,47,50,52,55,56,58,61,62,68,78
1291,2022034,3,7,11,12,13,14,15,20,29,33,41,43,46,49,52,54,55,68,79,80
1292,2022033,2,4,8,14,17,19,24,32,37,39,49,50,53,56,57,61,62,68,72,78
1293,2022032,3,6,10,20,22,23,25,28,33,35,39,47,56,60,64,66,68,69,75,79
1294,2022031,3,4,5,7,8,21,36,37,44,49,50,51,52,55,56,59,60,61,62,65
1295,2022030,3,11,12,18,26,27,30,32,39,40,43,44,45,46,52,55,56,57,62,65
1296,2022029,2,9,16,24,30,34,35,42,45,51,54,62,63,65,67,72,73,77,79,80
1297,2022028,2,3,5,8,9,12,16,27,36,41,42,44,45,47,48,62,76,77,78,80
1298,2022027,5,9,12,15,16,17,31,32,43,44,47,51,52,53,62,67,69,70,73,75
1299,2022026,5,9,10,14,16,24,25,30,32,45,49,54,59,60,62,66,67,71,75,78
1300,2022025,1,5,12,13,16,18,21,40,41,44,47,48,50,54,55,59,64,66,68,77
1301,2022024,1,3,7,9,10,21,27,37,38,44,49,59,62,64,66,72,73,75,78,79
1302,2022023,1,4,5,8,12,15,22,29,32,35,44,49,51,52,59,60,64,71,78,79
1303,2022022,2,5,11,16,36,37,38,40,42,50,51,58,59,61,65,67,74,75,78,79
1304,2022021,3,4,6,7,12,16,25,28,31,35,37,38,49,50,51,60,65,72,76,79
1305,2022020,10,12,17,30,32,34,43,46,47,49,50,55,56,61,63,67,68,70,73,80
1306,2022019,2,3,5,7,14,15,16,28,33,38,39,46,48,62,65,66,67,70,77,80
1307,2022018,2,3,12,15,18,19,24,30,37,44,48,50,51,53,54,55,56,60,67,68
1308,2022017,17,19,22,23,24,36,39,40,41,45,49,51,53,59,60,63,68,72,73,77
1309,2022016,1,4,5,7,8,11,12,17,18,22,28,44,53,54,56,62,64,74,77,80
1310,2022015,6,9,18,19,21,24,26,28,29,51,55,56,57,58,62,63,65,68,71,76
1311,2022014,7,8,10,12,14,17,18,24,39,40,42,43,55,65,66,67,68,71,72,73
1312,2022013,4,5,14,21,24,25,26,29,33,35,39,40,41,50,55,59,65,70,78,80
1313,2022012,5,7,10,16,23,25,28,29,30,35,45,50,51,54,55,58,61,62,63,69
1314,2022011,3,6,7,8,13,15,17,18,21,28,37,41,47,48,50,61,67,69,70,77
1315,2022010,3,7,12,21,24,25,29,38,44,47,48,49,52,54,61,69,73,77,78,80
1316,2022009,3,4,10,12,13,15,18,24,33,44,45,52,55,57,60,61,62,67,70,75
1317,2022008,3,5,8,13,20,21,29,30,32,36,39,40,54,55,56,61,63,67,70,80
1318,2022007,3,9,15,22,28,29,32,33,39,44,46,54,58,59,61,64,67,69,72,77
1319,2022006,4,7,13,14,15,25,27,30,32,33,35,40,42,44,45,52,56,57,59,61
1320,2022005,1,3,6,11,16,17,20,23,32,34,39,44,49,54,57,66,69,73,74,78
1321,2022004,11,13,19,21,23,30,32,34,35,36,42,45,54,55,58,60,67,72,74,76
1322,2022003,4,5,8,11,14,16,18,23,27,28,31,41,44,49,52,60,61,63,70,78
1323,2022002,2,4,13,18,21,22,25,43,50,52,54,55,57,63,65,66,68,74,75,78
1324,2022001,5,8,16,17,21,30,31,33,34,43,50,51,53,56,61,62,65,74,77,80
1325,2021351,5,7,11,13,14,15,18,23,27,29,33,34,36,37,45,48,60,67,70,75
1326,2021350,6,10,12,13,16,18,22,23,24,34,35,41,43,44,50,54,60,76,77,80
1327,2021349,4,6,19,23,29,30,33,42,44,45,47,53,56,60,63,64,71,72,76,79
1328,2021348,3,6,11,12,18,20,25,26,34,37,42,48,59,66,67,68,70,73,75,77
1329,2021347,7,15,18,23,24,26,31,34,40,41,43,50,51,52,54,55,60,69,71,77
1330,2021346,6,14,18,19,24,25,28,29,30,37,40,42,48,50,53,58,59,66,69,75
1331,2021345,5,6,7,10,11,20,22,24,31,35,38,40,50,52,60,63,66,72,74,75
1332,2021344,6,9,14,16,19,25,28,36,38,41,42,44,48,49,50,58,61,65,72,77
1333,2021343,13,15,21,25,30,32,35,43,45,46,48,54,55,60,62,63,66,67,77,78
1334,2021342,1,3,6,8,22,27,33,37,40,42,45,48,57,58,62,63,64,65,70,73
1335,2021341,2,3,8,14,16,28,32,34,38,39,44,46,48,54,57,67,71,73,74,80
1336,2021340,1,2,3,4,7,9,12,14,15,16,18,20,28,31,44,53,55,57,65,67
1337,2021339,1,4,8,16,19,23,27,29,30,39,44,46,49,62,64,65,67,70,75,77
1338,2021338,8,9,16,23,25,31,32,37,38,44,48,52,56,58,60,65,68,69,70,77
1339,2021337,4,13,16,19,21,24,25,27,31,33,36,37,45,53,56,60,62,65,71,79
1340,2021336,1,2,3,14,21,23,24,26,28,29,40,41,49,51,52,56,58,60,66,73
1341,2021335,4,9,13,15,16,18,20,29,35,41,43,44,47,52,54,59,61,65,71,72
1342,2021334,6,7,11,12,14,15,17,22,25,28,31,32,36,42,47,48,57,62,73,74
1343,2021333,2,3,4,9,18,20,23,28,42,46,47,50,51,52,56,59,62,63,70,72
1344,2021332,1,4,5,7,9,11,15,23,26,39,42,58,59,62,64,66,68,69,73,74
1345,2021331,4,5,10,12,13,18,21,23,27,38,41,48,49,55,56,57,59,69,70,71
1346,2021330,4,5,8,21,22,31,34,38,41,45,55,58,61,62,64,65,69,71,74,78
1347,2021329,5,12,15,17,25,26,29,30,38,42,49,53,56,58,59,62,64,71,74,77
1348,2021328,10,11,12,16,22,26,27,28,29,32,40,50,52,54,62,64,69,70,75,78
1349,2021327,2,3,6,7,12,13,19,23,26,28,30,35,37,43,44,47,54,70,73,74
1350,2021326,1,9,10,34,37,40,41,43,48,52,53,54,57,59,63,68,69,71,75,77
1351,2021325,1,2,10,16,27,32,42,43,44,47,52,55,56,58,60,64,65,66,68,77
1352,2021324,3,10,17,22,23,29,30,35,54,56,57,59,60,61,65,66,70,71,72,73
1353,2021323,2,7,8,13,26,27,28,34,42,52,53,54,55,56,59,60,62,66,67,72
1354,2021322,1,2,9,13,15,21,23,37,43,45,50,53,54,58,65,66,68,73,74,75
1355,2021321,8,12,24,27,30,33,34,35,37,40,43,44,56,57,60,67,69,72,73,79
1356,2021320,8,10,15,22,25,26,29,32,34,39,45,46,50,52,55,56,62,63,66,69
1357,2021319,3,4,12,16,17,20,23,34,40,45,48,49,51,56,64,73,75,77,78,80
1358,2021318,1,9,13,20,21,25,30,37,42,44,49,53,54,55,56,57,66,67,70,77
1359,2021317,11,12,13,14,16,17,21,23,25,27,39,43,51,53,56,61,62,63,66,73
1360,2021316,6,7,9,14,16,20,27,33,38,44,51,63,64,65,69,73,76,78,79,80
1361,2021315,5,14,15,28,29,31,35,39,48,57,59,60,61,63,64,67,72,75,78,80
1362,2021314,1,16,22,23,25,29,32,41,43,44,50,51,54,63,65,66,71,72,73,75
1363,2021313,1,2,6,12,13,15,16,19,25,29,45,49,50,53,55,60,64,68,69,79
